slope_deg,ndvi,rainfall_mm,dist_road_m,dist_stream_m,soil_clay_pct,risk_score,risk_class
17.045597,0.5388718,291.60504,394.58838,816.08826,36.237362,0.28797793,Medium
15.587605,0.5348928,291.24606,424.26407,787.4643,36.215622,0.28052235,Medium
14.732031,0.4902498,290.88715,416.77332,758.94666,36.19388,0.29024842,Medium
13.534642,0.4923372,290.52817,391.15213,730.5477,36.17214,0.28209528,Medium
12.866472,0.47113404,290.16922,366.19666,702.282,36.1504,0.2847333,Medium
11.188907,0.47511625,289.81027,342.0526,674.16614,36.128654,0.27342668,Medium
8.965694,0.49303132,289.45135,318.9044,646.2198,36.106915,0.25447375,Medium
6.2332363,0.47952312,289.0924,296.98486,618.4658,36.085175,0.24369833,Low
4.6491647,0.44351882,288.73346,276.58633,590.93146,36.06343,0.24667013,Low
9.829578,0.3979696,288.37454,258.06976,563.6488,36.04169,0.28822106,Medium
9.695591,0.4174463,288.01562,241.86774,536.6563,36.01995,0.279636,Medium
4.189311,0.46938643,287.65668,228.47319,510.0,35.998207,0.23183526,Low
5.7908397,0.4507825,287.2978,212.13203,483.73547,35.976467,0.24543962,Low
12.412024,0.41897026,286.93887,192.09373,457.9301,35.954727,0.2897984,Medium
10.585655,0.47484913,286.57996,169.70563,432.66617,35.932983,0.25988397,Medium
9.72418,0.45182744,286.22107,150.0,408.04413,35.911243,0.26220983,Medium
7.2791834,0.4547763,285.86215,120.0,384.18747,35.889503,0.24741259,Low
11.628925,0.3965883,285.50327,90.0,361.24783,35.86776,0.28924385,Medium
14.370101,0.41629395,285.14438,60.0,339.41125,35.84602,0.29610425,Medium
9.07203,0.38179663,284.78546,30.0,318.9044,35.82428,0.28076026,Medium
3.1247938,0.3123495,284.4266,0.0,296.98486,35.80254,0.36940622,Medium
3.2079554,0.23110679,284.06775,30.0,276.58633,35.780796,0.29975197,Medium
3.770918,0.105582595,283.70886,30.0,258.06976,35.759056,0.34477845,Medium
4.787377,0.1416598,283.34998,42.426407,241.86774,35.737316,0.3355427,Medium
6.460536,0.3260952,282.9911,60.0,228.47319,35.715572,0.2788518,Medium
5.7099676,0.34989542,282.63226,30.0,210.0,35.693832,0.26715833,Medium
9.251405,0.3310372,282.2734,0.0,180.0,35.672092,0.38793096,Medium
12.397728,0.3224825,281.91455,0.0,150.0,35.65035,0.40621537,Medium
10.745882,0.35778877,281.55566,0.0,120.0,35.62861,0.3844166,Medium
8.450148,0.37545124,281.19684,30.0,90.0,35.60687,0.26855803,Medium
8.101589,0.22931844,280.83798,30.0,60.0,35.585125,0.3165511,Medium
6.711059,0.30579525,280.47913,0.0,30.0,35.563385,0.38054422,Medium
5.6349506,0.48388296,280.1203,30.0,0.0,35.541645,0.33158004,Medium
5.825424,0.4202829,279.76147,60.0,30.0,35.5199,0.23554143,Low
7.511442,0.4413016,279.40265,30.0,42.426407,35.49816,0.23636343,Low
9.42124,0.4287752,279.04382,0.0,67.08204,35.47642,0.34534684,Medium
8.31833,0.4046923,278.685,0.0,94.86833,35.454678,0.346175,Medium
7.3850646,0.4263842,278.3262,0.0,123.69317,35.432938,0.33233127,Medium
9.451235,0.3990822,277.96738,0.0,150.0,35.411198,0.3511439,Medium
9.924527,0.43344623,277.60858,30.0,174.92856,35.389454,0.24353333,Low
7.686102,0.37513563,277.24976,30.0,201.24612,35.367714,0.25065845,Medium
5.249268,0.3514814,276.891,30.0,228.47319,35.345974,0.24482113,Low
2.7238147,0.2997943,276.53217,42.426407,241.86774,35.32423,0.2473014,Low
3.8756404,0.35428056,276.17337,67.08204,256.3201,35.30249,0.23245701,Low
9.774348,0.4352531,275.8146,84.85281,247.38634,35.28075,0.23382032,Low
12.906145,0.3649221,275.4558,108.16654,241.86774,35.259007,0.2729534,Medium
8.599293,0.4043912,275.09705,108.16654,234.3075,35.237267,0.23568895,Low
2.6414835,0.36922872,274.73828,90.0,216.33308,35.215527,0.21574703,Low
2.9394336,0.3652691,274.3795,60.0,201.24612,35.193783,0.21803981,Low
4.7690654,0.37216848,274.02072,30.0,189.73666,35.172043,0.22562176,Low
4.1887455,0.3626299,273.66196,0.0,169.70563,35.150303,0.32166052,Medium
2.9144793,0.37729892,273.3032,0.0,150.0,35.12856,0.30883995,Medium
8.898296,0.4063979,272.94446,30.0,134.16408,35.10682,0.23199591,Low
13.765137,0.40282157,272.5857,30.0,123.69317,35.088947,0.2575395,Medium
12.986751,0.5092579,272.22696,42.426407,120.0,35.098003,0.21514054,Low
11.461246,0.5204445,271.8682,60.0,120.0,35.10706,0.20190716,Low
12.220632,0.4533508,271.50946,67.08204,120.0,35.116116,0.22806959,Low
12.135416,0.43745637,271.15073,84.85281,123.69317,35.12517,0.23201483,Low
14.084079,0.41807947,270.792,67.08204,134.16408,35.134228,0.24833396,Low
15.3891325,0.3546505,270.43326,60.0,150.0,35.143284,0.27632812,Medium
10.36714,0.37810206,270.07452,60.0,169.70563,35.171276,0.24147902,Low
2.364111,0.44040257,269.71582,42.426407,180.0,35.229176,0.17884472,Low
7.4629936,0.47811538,269.35712,30.0,180.0,35.287075,0.19333208,Low
11.411955,0.51839566,268.99838,30.0,182.48288,35.344975,0.20000243,Low
10.24061,0.49024656,268.63968,30.0,189.73666,35.402874,0.20353422,Low
7.6700144,0.478138,268.28098,30.0,201.24612,35.460773,0.19422674,Low
5.126188,0.4462249,267.92227,30.0,216.33308,35.51867,0.19188,Low
5.1715794,0.38154757,267.5636,30.0,234.3075,35.57657,0.21433288,Low
6.7203236,0.31453496,267.2049,0.0,254.55844,35.634468,0.34234753,Medium
6.830568,0.2963259,266.84622,0.0,276.58633,35.692368,0.34912613,Medium
7.001735,0.44817793,266.48752,30.0,295.46573,35.750267,0.20069969,Low
6.789477,0.52267647,266.12885,30.0,308.8689,35.808167,0.17385963,Low
6.4517145,0.5060981,265.77017,42.426407,308.8689,35.866062,0.17685194,Low
6.081027,0.4882579,265.4115,60.0,295.46573,35.92396,0.18038502,Low
6.073398,0.42973876,265.0528,30.0,284.60498,35.98186,0.20208484,Low
6.9506536,0.36142436,264.69415,0.0,276.58633,36.03976,0.32709813,Medium
6.0202312,0.40324488,264.3355,30.0,271.66156,36.09766,0.2108883,Low
6.139634,0.49193835,263.97684,42.426407,270.0,36.15556,0.17998123,Low
9.243412,0.4903572,263.6182,67.08204,270.0,36.21346,0.19584624,Low
10.635902,0.5333117,263.25955,94.86833,270.0,36.271355,0.18784174,Low
8.858226,0.49098352,262.90088,123.69317,270.0,36.329254,0.19288158,Low
3.7176397,0.43801206,262.54227,127.27922,270.0,36.387154,0.1842666,Low
4.666485,0.4501021,262.18362,108.16654,270.0,36.445053,0.18514979,Low
2.734793,0.46198988,261.82498,94.86833,270.0,36.502953,0.17106688,Low
4.5216756,0.48292893,261.46637,90.0,271.66156,36.560852,0.17318803,Low
6.2293744,0.51374334,261.10776,90.0,276.58633,36.618748,0.17143106,Low
7.797638,0.49637318,260.7491,90.0,284.60498,36.676647,0.18555148,Low
9.118246,0.51730144,260.3905,90.0,295.46573,36.734547,0.18517545,Low
10.483959,0.4953974,260.0319,84.85281,300.0,36.792446,0.19987419,Low
10.954936,0.47659355,259.67328,67.08204,301.49628,36.850346,0.20907947,Low
7.793726,0.4965335,259.3147,42.426407,305.94116,36.908245,0.18650949,Low
5.0168386,0.42182693,258.95605,30.0,313.2092,36.966145,0.19865455,Low
7.497907,0.43633458,258.59747,30.0,323.1099,37.02404,0.20654899,Low
11.381121,0.43695977,258.2389,0.0,335.4102,37.08194,0.32345405,Medium
15.771087,0.43416768,257.8803,0.0,349.85712,37.13984,0.3472665,Medium
14.671533,0.49115646,257.52173,30.0,362.4914,37.19774,0.2249264,Low
12.184776,0.5054176,257.16312,60.0,375.89893,37.25564,0.20540226,Low
13.397153,0.48653767,256.80457,60.0,390.0,37.313538,0.21818745,Low
17.695963,0.48678097,256.44598,67.08204,390.0,37.371433,0.24032193,Low
17.60733,0.5009489,256.08743,84.85281,375.89893,37.429333,0.23464742,Low
10.936778,0.50967735,255.72885,108.16654,362.4914,37.487232,0.19656874,Low
8.456883,0.5081638,255.37029,127.27922,351.141,37.54513,0.18399245,Low
15.457928,0.516319,255.01172,150.0,342.0526,37.60303,0.21755838,Low
14.668575,0.4994932,254.65317,152.97058,335.4102,37.66093,0.21919912,Low
11.241196,0.4463227,254.29465,161.55495,331.36084,37.71883,0.21958244,Low
14.823171,0.42777693,253.9361,174.92856,330.0,37.776726,0.2445796,Low
11.201174,0.4630776,253.57758,180.0,330.0,37.834625,0.21346593,Low
9.877412,0.4789424,253.21901,180.0,330.0,37.892525,0.20105636,Low
0.4819631,0.44088703,314.8079,60.0,3597.6243,35.804348,0.28771546,Medium
2.0365014,0.48912778,314.76825,60.0,3570.3782,35.664177,0.27703452,Medium
5.372345,0.5077082,314.7286,30.0,3543.1765,35.696766,0.29000202,Medium
7.040211,0.46282834,314.689,0.0,3516.0205,35.72936,0.41146734,Medium
4.9924645,0.37439394,314.64935,0.0,3488.911,35.76195,0.43165034,Medium
2.5348783,0.5084684,314.60974,0.0,3461.849,35.79454,0.37299716,Medium
3.824082,0.45855814,314.57013,30.0,3434.8362,35.827133,0.3003954,Medium
5.5552964,0.2749532,314.5305,30.0,3407.8733,35.859726,0.37309647,Medium
5.6583786,0.26660764,314.49084,30.0,3380.9614,35.892315,0.37689283,Medium
6.7446184,0.35631326,314.45123,0.0,3354.102,35.924908,0.44893286,Medium
6.8496637,0.48148194,314.4116,30.0,3327.2961,35.9575,0.30980462,Medium
4.863425,0.51437134,314.37198,30.0,3300.5454,35.99009,0.2884885,Medium
3.552835,0.5224966,314.33234,42.426407,3273.8508,36.022682,0.27830866,Medium
7.148883,0.46342012,314.29272,60.0,3247.214,36.05527,0.31714866,Medium
10.90166,0.41072243,314.25308,60.0,3220.6365,36.087864,0.35527188,Medium
10.24367,0.3686664,314.21347,60.0,3194.1196,36.120457,0.36671814,Medium
9.494364,0.386099,314.17386,60.0,3167.6648,36.153046,0.3571824,Medium
8.22322,0.35787988,314.13425,60.0,3141.2737,36.18564,0.36066064,Medium
4.2017493,0.27553034,314.0946,67.08204,3114.9478,36.21823,0.36827952,Medium
1.6044253,0.35398245,314.055,84.85281,3088.689,36.25082,0.3277659,Medium
2.2159853,0.42620644,314.01538,108.16654,3062.499,36.283413,0.30619368,Medium
2.4785528,0.51027536,313.97577,127.27922,3036.3794,36.316006,0.27883047,Medium
4.933537,0.51706845,313.93616,120.0,3010.3323,36.348595,0.2897244,Medium
12.501992,0.5257174,313.89655,90.0,2984.3591,36.381187,0.32687908,Medium
17.77394,0.48362884,313.85693,60.0,2958.4624,36.41378,0.3698114,Medium
14.9327345,0.39243677,313.81732,30.0,2932.6438,36.44637,0.3883947,Medium
12.029539,0.26706845,313.7777,0.0,2906.9055,36.478962,0.5137593,High
13.057062,0.36379012,313.73813,0.0,2881.2498,36.511555,0.4861619,Medium
14.115892,0.35864925,313.69852,30.0,2855.6785,36.544144,0.39692655,Medium
11.551875,0.42857063,313.65887,60.0,2830.1943,36.576736,0.358243,Medium
6.6604486,0.44754553,313.61926,84.85281,2804.7996,36.60933,0.32609314,Medium
4.6864285,0.37896243,313.57965,108.16654,2779.4963,36.64192,0.33956903,Medium
5.1922474,0.41816464,313.54007,134.16408,2754.2876,36.67451,0.32890058,Medium
14.503283,0.54381716,313.50046,161.55495,2729.1758,36.707104,0.33441693,Medium
16.71132,0.51602507,313.46088,150.0,2704.1636,36.739693,0.35594445,Medium
13.709976,0.482862,313.42123,127.27922,2679.2537,36.772285,0.35221866,Medium
4.6591816,0.45968252,313.38165,108.16654,2654.449,36.80488,0.31351393,Medium
7.8713913,0.41845384,313.34204,84.85281,2629.753,36.837467,0.34511313,Medium
8.214093,0.3353405,313.30243,67.08204,2605.168,36.87006,0.3762365,Medium
6.0785913,0.30142775,313.26285,60.0,2580.6975,36.902653,0.37733933,Medium
4.4168916,0.42823938,313.22327,67.08204,2556.345,36.93524,0.32517084,Medium
4.4090524,0.4009636,313.18365,84.85281,2532.1138,36.967834,0.33460963,Medium
5.3505535,0.3809525,313.14404,108.16654,2508.007,37.000427,0.34655184,Medium
3.4629974,0.36361542,313.10443,134.16408,2484.029,37.033016,0.34288722,Medium
6.6373463,0.35093096,313.06485,161.55495,2460.1829,37.06561,0.36407605,Medium
7.4677997,0.4068707,313.02527,189.73666,2436.473,37.0982,0.34941712,Medium
5.798628,0.4467374,312.9857,212.13203,2412.9028,37.13079,0.327295,Medium
4.221273,0.4927977,312.94608,234.3075,2389.477,37.163383,0.30352783,Medium
4.2214694,0.42095172,312.9065,258.06976,2366.1995,37.195972,0.32863724,Medium
4.1782794,0.4301109,312.86688,283.01944,2343.075,37.228565,0.32560313,Medium
4.8689103,0.46032667,312.8273,305.94116,2320.1077,37.258125,0.31910193,Medium
5.247676,0.5097993,312.78772,276.58633,2297.3027,37.257458,0.3039518,Medium
8.497222,0.5070345,312.7481,247.38634,2274.6648,37.25679,0.32179114,Medium
14.081508,0.49396697,312.70856,218.40329,2252.199,37.25612,0.35537192,Medium
17.47634,0.5014072,312.66895,189.73666,2229.9104,37.25545,0.37047765,Medium
14.584661,0.49643663,312.62936,161.55495,2207.8044,37.254784,0.35709023,Medium
10.248559,0.44533712,312.42435,134.16408,2185.8865,37.254116,0.35169256,Medium
7.279525,0.38497323,312.06378,108.16654,2164.1626,37.253445,0.35628587,Medium
6.9135294,0.38091153,311.70322,84.85281,2142.6387,37.252777,0.35512352,Medium
10.435707,0.46290886,311.34265,60.0,2121.3203,37.25211,0.34480572,Medium
10.137165,0.46063957,310.98212,30.0,2100.2144,37.251442,0.3447171,Medium
6.5916543,0.42081213,310.62158,0.0,2078.894,37.25077,0.43596092,Medium
5.9133186,0.4455955,310.26102,30.0,2057.79,37.250103,0.32606444,Medium
10.737333,0.4933975,309.9005,42.426407,2036.4675,37.249435,0.33292532,Medium
12.997364,0.42339835,309.53998,67.08204,2015.366,37.248764,0.36710596,Medium
12.935783,0.42034924,309.1794,94.86833,1994.4924,37.248096,0.3665072,Medium
13.571562,0.44434112,308.8189,123.69317,1973.8541,37.24743,0.3604102,Medium
17.248348,0.3981006,308.45837,152.97058,1953.4585,37.239235,0.39436358,Medium
16.997173,0.41637534,308.09787,182.48288,1931.4502,37.217495,0.38543716,Medium
13.56353,0.48376673,307.73737,212.13203,1909.6597,37.195755,0.34300768,Medium
11.752637,0.4778498,307.37683,241.86774,1888.0942,37.17401,0.33433077,Medium
10.464285,0.4287956,307.01636,271.66156,1866.762,37.15227,0.34326172,Medium
6.5218215,0.41823986,306.65582,300.0,1845.6707,37.13053,0.32508746,Medium
4.78521,0.44401917,306.29535,324.4996,1824.8287,37.108788,0.30590507,Medium
5.7996855,0.44287735,305.93484,349.85712,1804.245,37.087048,0.31035626,Medium
5.563459,0.48096284,305.57437,375.89893,1783.9282,37.065308,0.29476413,Medium
10.353899,0.4332859,305.21387,402.49225,1763.8877,37.043564,0.3349579,Medium
13.69014,0.4732655,304.8534,402.49225,1744.133,37.021824,0.3373684,Medium
10.113065,0.50326806,304.49292,390.0,1724.6738,37.000084,0.30716258,Medium
7.2348228,0.5100502,304.13245,375.89893,1705.5205,36.978344,0.28860787,Medium
10.705969,0.4514641,303.77197,362.4914,1686.6831,36.9566,0.32570726,Medium
16.179781,0.4261173,303.4115,351.141,1668.1726,36.93486,0.36179522,Medium
17.795528,0.4406563,303.05106,342.0526,1650.0,36.91312,0.3640077,Medium
15.8984785,0.39846373,302.69058,335.4102,1632.1765,36.891376,0.36744905,Medium
11.911464,0.43642136,302.33014,331.36084,1614.7136,36.869637,0.33235845,Medium
9.902672,0.48308104,301.9697,330.0,1597.6233,36.847897,0.30458525,Medium
9.059108,0.49517986,301.60925,331.36084,1574.9286,36.826153,0.29480132,Medium
11.596235,0.49880978,301.2488,313.2092,1546.3829,36.804413,0.30559105,Medium
11.150958,0.5261561,300.88837,284.60498,1517.8933,36.782673,0.2926626,Medium
2.3376868,0.51108056,300.52792,256.3201,1489.463,36.76093,0.25071174,Medium
3.0558646,0.47571218,300.1675,228.47319,1461.0955,36.73919,0.26548555,Medium
6.2828736,0.46293747,299.80707,201.24612,1432.7944,36.71745,0.28557026,Medium
11.078692,0.4526717,299.44666,174.92856,1404.564,36.695705,0.31298923,Medium
13.778396,0.41676405,299.08624,150.0,1376.4083,36.673965,0.33833256,Medium
14.619801,0.3864907,298.72583,127.27922,1348.3323,36.652225,0.35206342,Medium
16.528433,0.39942786,298.36542,108.16654,1320.3408,36.63048,0.35648614,Medium
16.977964,0.42872876,298.005,84.85281,1292.4396,36.60874,0.34776956,Medium
15.912154,0.4340099,297.6446,60.0,1264.6343,36.587,0.33965385,Medium
14.364541,0.4269871,297.2842,30.0,1236.9316,36.565258,0.3343796,Medium
14.824799,0.3754654,296.92383,0.0,1209.3386,36.543518,0.4502424,Medium
12.804013,0.44528416,296.56342,30.0,1181.8629,36.52178,0.31751123,Medium
8.850703,0.45149598,296.20306,60.0,1154.513,36.500034,0.29194856,Medium
6.283543,0.42234406,295.84265,90.0,1127.2976,36.478294,0.28685406,Medium
4.2468195,0.4460905,295.4823,120.0,1100.2273,36.456554,0.26656133,Medium
4.488478,0.46121126,295.12192,150.0,1073.3126,36.43481,0.26123542,Medium
7.878803,0.4620765,294.76154,174.92856,1046.5658,36.41307,0.27731907,Medium
12.267903,0.47489414,294.40118,201.24612,1020.0,36.39133,0.29451296,Medium
14.111242,0.50483394,294.04083,228.47319,993.1767,36.369587,0.29254037,Medium
13.107509,0.49834013,293.68048,256.3201,966.0745,36.347847,0.28828636,Medium
11.178663,0.5254316,293.3201,284.60498,939.14856,36.326107,0.2676385,Medium
12.411278,0.52312267,292.95978,313.2092,910.9336,36.304363,0.2736238,Medium
15.172161,0.5432185,292.59943,342.0526,882.3265,36.282623,0.27986386,Medium
17.937044,0.54323405,292.23907,371.0795,853.81494,36.260883,0.2930507,Medium
19.157446,0.5578608,291.87872,400.2499,825.409,36.23914,0.29314777,Medium
17.226007,0.5433671,291.51837,429.53464,797.1198,36.2174,0.28684393,Medium
14.592562,0.46115366,291.15808,402.49225,768.9603,36.19566,0.30025393,Medium
12.956551,0.4814732,290.79773,375.89893,740.9453,36.173916,0.2835263,Medium
13.283644,0.4737771,290.43744,349.85712,713.09186,36.152176,0.28669903,Medium
14.115227,0.5005197,290.07712,324.4996,685.41956,36.130436,0.28063536,Medium
12.91166,0.54042846,289.7168,300.0,657.95135,36.108692,0.25942025,Medium
10.589016,0.4545314,289.35648,276.58633,630.71387,36.086952,0.27573603,Medium
7.965871,0.426274,288.9962,254.55844,603.73834,36.065212,0.27061975,Medium
11.073329,0.37837362,288.63586,234.3075,577.0615,36.04347,0.3021713,Medium
13.614206,0.4530887,288.27557,216.33308,550.7268,36.02173,0.2885044,Medium
6.234848,0.5122196,287.91528,201.24612,524.78564,35.99999,0.22846025,Low
11.996301,0.50224173,287.555,189.73666,499.2995,35.978245,0.2607833,Medium
13.985581,0.5005517,287.1947,182.48288,474.34164,35.956505,0.2705639,Medium
10.52886,0.46002916,286.8344,180.0,450.0,35.934765,0.26530853,Medium
7.282133,0.41235283,286.47415,150.0,426.38013,35.91302,0.26371807,Medium
4.605686,0.43322235,286.11386,120.0,403.60873,35.89128,0.24153045,Low
8.96585,0.45837772,285.7536,90.0,381.83768,35.86954,0.25468165,Medium
14.04753,0.46794295,285.39334,60.0,361.24783,35.847797,0.27723986,Medium
12.781714,0.37445104,285.03308,30.0,339.41125,35.826057,0.3032607,Medium
8.656171,0.34832954,284.67282,0.0,318.9044,35.804317,0.38646692,Medium
7.758869,0.22619122,284.31256,30.0,300.0,35.782574,0.3257851,Medium
6.2662477,0.07850891,283.95233,60.0,283.01944,35.760834,0.36612737,Medium
7.79925,0.10592187,283.59207,67.08204,268.32816,35.739094,0.36331505,Medium
9.090697,0.16322592,283.2318,60.0,241.86774,35.71735,0.3493063,Medium
3.7179146,0.13123935,282.87158,42.426407,212.13203,35.69561,0.33182576,Medium
6.7662277,0.10152744,282.51135,30.0,182.48288,35.67387,0.35777202,Medium
7.3164215,0.115237065,282.15112,30.0,152.97058,35.652126,0.35482952,Medium
6.1154037,0.12840827,281.7909,30.0,123.69317,35.630386,0.34299502,Medium
5.275348,0.14460246,281.4307,0.0,94.86833,35.608646,0.42902088,Medium
5.2668524,0.1311334,281.07047,0.0,67.08204,35.586903,0.43291795,Medium
4.3128905,0.24528761,280.71024,30.0,42.426407,35.565163,0.29146874,Medium
2.6744149,0.40466198,280.35004,42.426407,30.0,35.543423,0.22695701,Low
2.1391132,0.4782931,279.98984,67.08204,0.0,35.52168,0.31289417,Medium
4.352306,0.47378966,279.62964,42.426407,30.0,35.49994,0.20945714,Low
7.029051,0.43358797,279.26944,30.0,60.0,35.4782,0.23508579,Low
7.4228263,0.40631163,278.90924,0.0,84.85281,35.456455,0.341673,Medium
4.854531,0.36895424,278.54904,30.0,108.16654,35.434715,0.24272877,Low
2.7085166,0.4223865,278.18887,30.0,134.16408,35.412975,0.21169245,Low
1.2005684,0.40715128,277.82867,42.426407,161.55495,35.39123,0.2067915,Low
2.4587848,0.3664174,277.4685,60.0,189.73666,35.36949,0.22541027,Low
2.5434656,0.3279815,277.10834,60.0,201.24612,35.34775,0.23785283,Low
1.4799328,0.24893935,276.74814,60.0,216.33308,35.326008,0.25829703,Medium
2.6770945,0.35509074,276.388,60.0,228.47319,35.304268,0.22671066,Low
8.984685,0.49700788,276.02783,67.08204,218.40329,35.282528,0.2093369,Low
13.159445,0.46283698,275.66766,84.85281,212.13203,35.260784,0.24139267,Low
9.319644,0.43307194,275.30753,84.85281,210.0,35.239044,0.23041585,Low
4.87467,0.42858574,274.94736,67.08204,192.09373,35.217304,0.20792003,Low
1.7233038,0.39305925,274.58722,60.0,174.92856,35.19556,0.2027461,Low
4.319293,0.36240506,274.22708,30.0,161.55495,35.17382,0.22728734,Low
5.31671,0.33441886,273.86694,0.0,150.0,35.15208,0.33789447,Medium
3.8694057,0.29753107,273.5068,0.0,127.27922,35.130337,0.34198835,Medium
5.5552883,0.35762677,273.14667,0.0,108.16654,35.108597,0.32901973,Medium
12.071888,0.45535553,272.78656,0.0,94.86833,35.09077,0.32832497,Medium
16.725288,0.48271108,272.42642,30.0,90.0,35.099827,0.2455656,Low
16.354021,0.47162786,272.0663,30.0,90.0,35.108883,0.24669066,Low
13.662358,0.48905987,271.7062,42.426407,90.0,35.11794,0.22495787,Low
9.890374,0.44032523,271.34607,60.0,94.86833,35.12699,0.22058994,Low
11.63829,0.435078,270.98596,42.426407,108.16654,35.136047,0.23126996,Low
11.7024145,0.35618183,270.62585,30.0,127.27922,35.164112,0.25908166,Medium
7.936536,0.40124372,270.26578,30.0,150.0,35.22201,0.22372408,Low
2.1162462,0.46986702,269.9057,30.0,150.0,35.27991,0.16966888,Low
12.467911,0.44997835,269.5456,0.0,150.0,35.33781,0.32739753,Medium
13.74368,0.41407472,269.18552,0.0,152.97058,35.395706,0.34637377,Medium
7.4734645,0.38335216,268.82544,0.0,161.55495,35.453606,0.32417458,Medium
4.7853823,0.33728856,268.46533,0.0,174.92856,35.511505,0.32593468,Medium
2.2666247,0.3541657,268.1053,0.0,192.09373,35.569405,0.30687815,Medium
3.6870315,0.32343423,267.7452,0.0,212.13203,35.627304,0.32478303,Medium
6.5916004,0.29078302,267.38513,30.0,234.3075,35.685204,0.25418425,Medium
7.1834974,0.3911922,267.0251,30.0,254.55844,35.743103,0.22258142,Low
7.883126,0.48364007,266.665,42.426407,268.32816,35.801,0.19337673,Low
8.218967,0.51683193,266.30496,60.0,283.01944,35.8589,0.18296087,Low
7.0234113,0.4781808,265.94492,67.08204,283.01944,35.916798,0.18983717,Low
5.0901113,0.46696374,265.58487,60.0,268.32816,35.974697,0.18377316,Low
5.27329,0.39495268,265.22482,30.0,256.3201,36.032597,0.21112104,Low
7.1438823,0.34048483,264.86478,0.0,247.38634,36.090496,0.33654433,Medium
8.129135,0.35335067,264.50476,0.0,241.86774,36.14839,0.33722088,Medium
4.8528447,0.40530834,264.1447,30.0,240.0,36.20629,0.20527205,Low
4.83228,0.465453,263.7847,60.0,240.0,36.26419,0.18280518,Low
7.4572916,0.4985949,263.42465,90.0,240.0,36.32209,0.18449421,Low
10.2590065,0.48913562,263.06464,120.0,240.0,36.37999,0.20205799,Low
8.5424,0.4828014,262.70462,150.0,240.0,36.43789,0.19508305,Low
4.0244484,0.46344188,262.34464,134.16408,240.0,36.49579,0.1782269,Low
1.0870936,0.47110644,261.98462,123.69317,240.0,36.553684,0.16028519,Low
5.77732,0.4609666,261.6246,120.0,241.86774,36.611584,0.1882285,Low
9.413239,0.5014374,261.26462,120.0,247.38634,36.669483,0.19319507,Low
8.796723,0.49491414,260.90463,120.0,256.3201,36.727383,0.19217171,Low
3.0386994,0.49540135,260.54462,120.0,268.32816,36.785282,0.16190697,Low
7.962406,0.4584283,260.18466,108.16654,270.0,36.84318,0.20038404,Low
12.272596,0.48085058,259.82465,84.85281,271.66156,36.90108,0.21534656,Low
9.61555,0.50245076,259.4647,67.08204,276.58633,36.958977,0.19429807,Low
5.852893,0.40780324,259.10474,60.0,284.60498,37.016876,0.20741451,Low
5.846249,0.45754933,258.74475,42.426407,295.46573,37.074776,0.19084238,Low
8.463595,0.41765714,258.38477,30.0,308.8689,37.132675,0.2191143,Low
9.264039,0.42166227,258.0248,0.0,323.1099,37.190575,0.31876612,Medium
12.280998,0.45658863,257.66486,30.0,335.4102,37.248474,0.22549966,Low
15.670386,0.46534908,257.3049,30.0,349.85712,37.30637,0.240107,Low
16.825686,0.46968636,256.94495,30.0,360.0,37.36427,0.24458992,Low
19.382437,0.46974275,256.585,42.426407,360.0,37.42217,0.25694442,Medium
21.916748,0.52576536,256.22507,67.08204,349.85712,37.48007,0.24998942,Low
17.238338,0.53130054,255.86514,84.85281,335.4102,37.537968,0.22334772,Low
15.098497,0.52086306,255.50517,108.16654,323.1099,37.595867,0.21550837,Low
18.379341,0.5017814,255.14526,120.0,313.2092,37.653767,0.23908341,Low
13.972242,0.4644511,254.78534,123.69317,305.94116,37.711662,0.22890693,Low
15.333907,0.39620218,254.42542,134.16408,301.49628,37.76956,0.2594399,Medium
12.284323,0.3810445,254.06549,150.0,300.0,37.82746,0.24864182,Low
10.60342,0.41459298,253.70557,150.0,300.0,37.88536,0.22827035,Low
10.089188,0.4399837,253.34564,150.0,300.0,37.94326,0.21679679,Low
1.3359212,0.5051365,315.17822,90.0,3610.2354,35.804348,0.27039942,Medium
2.8608975,0.48850447,315.13828,60.0,3583.0852,35.67508,0.2826267,Medium
5.6309013,0.45241034,315.09833,30.0,3555.981,35.707672,0.31148794,Medium
6.1342926,0.37700835,315.0584,0.0,3528.9233,35.74026,0.4373989,Medium
3.0183463,0.27081466,315.01846,30.0,3501.9138,35.772854,0.36121753,Medium
1.5533835,0.41813844,314.97852,30.0,3474.9531,35.805447,0.30317461,Medium
2.7749522,0.48286834,314.9386,42.426407,3448.043,35.838036,0.28669158,Medium
4.3444614,0.38238993,314.89865,60.0,3421.184,35.87063,0.3292305,Medium
3.8331058,0.4315913,314.8587,42.426407,3394.3777,35.90322,0.31064895,Medium
3.2514713,0.40144444,314.8188,30.0,3367.6252,35.93581,0.31931204,Medium
1.9183264,0.53352445,314.77884,0.0,3340.928,35.968403,0.36412415,Medium
1.2083803,0.56027955,314.7389,30.0,3314.2874,36.000996,0.25466666,Medium
4.344262,0.5220673,314.69897,60.0,3287.7043,36.033585,0.2829892,Medium
7.3438764,0.47807777,314.65906,84.85281,3261.1807,36.066177,0.3137059,Medium
8.437272,0.45451045,314.6191,90.0,3234.718,36.09877,0.3278485,Medium
